Pharmacy,Populations,Percent
RITE AID - 11333,[['37081013602']],[0.1298434693353862]
CARE FIRST PHARMACY,"[['37157041502', '37157041502']]",[0.17341430499325236]
CVS - 4165,"[['37175960202', '37175960301']]",[0.16958666439870726]
COPPER CREEK PHARMACY,"[['37119005834', '37119005835', '37119005834']]",[0.10438521066208083]
TERMINAL DRUG STORE INCORPORATED,"[['37195000200', '37195000801', '37195000200']]",[0.18495684340320592]
WAL-MART - 1821,"[['37119001922', '37119005617', '37119005626', '37119001917']]",[0.08119905000320946]
CVS - 3185,"[['37119000401', '37119000402', '37119000401']]",[0.061865189289012]
CVS - 3559,"[['37149920101', '37161960201', '37161960202', '37161960203', '37161960400', '37161960501', '37161960503']]",[0.22708816705336426]
SUMMERFIELD PHARMACY,[['37081015800']],[0.11572298669072863]
RITE AID - 11477,"[['37119002004', '37119002005', '37119002006', '37119002008', '37119002907', '37119002908', '37119002005']]",[0.06142955941580896]
CVS - 5588,"[['37109070902', '37035011506']]",[0.12999309596607161]
WALGREENS - 2700,[['37179020406']],[0.09857670005271481]
TABOR CITY MEDICINE MART / MEDICINE MART VITAL CARE,"[['37047931202', '37047931201']]",[0.2277314611671786]
WAL-MART SUPERCENTER - 1288,"[['37145920601', '37145920400']]",[0.21868463862421567]
CVS - 7007,"[['37021003201', '37021003201']]",[0.10294117647058823]
CVS - 427,"[['37101041106', '37101041504', '37101041505', '37101041506', '37101041507', '37101041509', '37101041511', '37101041509']]",[0.10713658245194842]
HARRIS TEETER - 137,"[['37037020103', '37037020104', '37037020108', '37037020105']]",[0.10042060988433228]
RITE AID - 11324,"[['37067003309', '37067003310', '37067003403', '37067003404', '37067003404']]",[0.10172596663773985]
CVS - 3896,"[['37119006005', '37119006009', '37119006011', '37119006011']]",[0.12980385903364694]
CVS - 7382,"[['37019020204', '37019020305']]",[0.13336745138178097]
CVS - 6033,"[['37081015901', '37081015902', '37081015902']]",[0.08273636656986125]
RITE AID - 11555,"[['37021003105', '37021003205', '37021003103']]",[0.2129420617005267]
REALO DICOUNT DRUGS,"[['37141920104', '37141920105', '37141920201', '37141920105']]",[0.16542280485430594]
GO PHARMACY,"[['37017950602', '37047930300', '37047930300']]",[0.16535827626524136]
WALGREENS - 9558,"[['37057060303', '37067004014', '37067004015', '37067004014']]",[0.1279964107165748]
WAL-MART SUPERCENTER - 1290,"[['37193960700', '37193960801', '37193960802', '37193960902', '37193961001', '37193960700']]",[0.18137508626639062]
CVS - 5537,[['37089931300']],[0.1675430210325048]
PHARMACY LAND,"[['37157040200', '37157040200']]",[0.1899895178197065]
INGLES MARKETS - 127,"[['37149920202', '37161960301', '37161960302', '37161960302']]",[0.17120894479385046]
RITE AID - 11384,"[['37183054203', '37183054212']]",[0.16622329013987813]
CAROLINAS MEDICAL CENTER - MORROCROFT MEDICAL PLAZA,"[['37119003006', '37119002903']]",[0.0660092807424594]
COSTWISE PHARMACY,[['37117970200']],[0.23735527117611213]
LOWRY DRUG,[['37097060100']],[0.10054572515296842]
WALGREENS - 7476,"[['37055970301', '37055970302', '37055970302']]",[0.10756890168654874]
WALGREENS - 7859,"[['37071033202', '37071033310', '37071033400', '37071032702']]",[0.1745964316057774]
RITE AID - 11355,"[['37081016005', '37081016006']]",[0.09086866291135488]
SENTRY DRUG CENTER - 11,"[['37109071001', '37109070202']]",[0.12383749388154675]
CARTER'S FAMILY PHARMACY,"[['37151030301', '37151030302', '37151030400', '37151030201']]",[0.17740948779267005]
DAMERON DRUG STORE HEALTH MART PHARMACY,"[['37047931100', '37047931201', '37047931201']]",[0.2171855279764409]
CVS - 4105,"[['37021002101', '37021002102']]",[0.11092553931802367]
PREVO DRUGS,"[['37151030803', '37151030803']]",[0.1926328502415459]
PUNGO DISTRICT HOSPITAL,"[['37013930700', '37013930102']]",[0.16779497098646035]
HARRIS TEETER - 138,"[['37183053408', '37183053603', '37183053425']]",[0.05341071578770292]
WAL-MART SUPERCENTER - 5489,[['37155960502']],[0.09531046461137646]
STANDARD DRUG,"[['37123960201', '37123960202']]",[0.19174670935610102]
ARCHDALE DRUG COMPANY INCORPORATED,"[['37151031503', '37151031503']]",[0.14556296036478428]
RITE AID - 11325,"[['37067000802', '37067001901', '37067001902', '37067002001', '37067001902']]",[0.10933581049698096]
CAPE FEAR DISCOUNT DRUG,"[['37051000701', '37051000702']]",[0.1666206896551724]
WAL-MART SUPERCENTER - 5046,"[['37101041110', '37183052807', '37183052809', '37101041004']]",[0.15491167023554603]
HEALTHWISE PHARMACY,"[['37147000701', '37147000701']]",[0.15867158671586715]
WAL-MART SUPERCENTER - 4574,"[['37025041306', '37119005519', '37025041306']]",[0.0773767996448278]
CVS - 3589,"[['37183052601', '37183053716', '37183054001', '37183054001']]",[0.11035735270551787]
CVS - 3895,"[['37079950101', '37079950102', '37147001800']]",[0.20668246058328568]
VANCEBORO PHARMACY,"[['37049960201', '37049960202', '37049960301', '37049960202']]",[0.18715638362858888]
HARRIS TEETER - 182,"[['37179021017', '37179021013']]",[0.0472325802442056]
NEW HANOVER METRO TREATMENT CENTER,"[['37129011400', '37129011503', '37129980100', '37129011400']]",[0.18122802272112523]
EAST CAROLINA UNIVERSITY BRODY SCHOOL OF MEDICINE - LEO JENKINS CANCER CENTER PHARMACY,[['37147000701']],[0.15867158671586715]
CAROLINA COMPOUNDING AND NUTRITIONAL PHARMACY,"[['37119005858', '37119005863', '37119005863']]",[0.06868636287764981]
FAYETTEVILLE VETERANS AFFAIRS MEDICAL CENTER,"[['37051001100', '37051001200', '37051001200']]",[0.17417590326759752]
WAL-MART SUPERCENTER - 5254,[['37183054206']],[0.10054522129570237]
CVS - 3387,"[['37083930200', '37083930300', '37083930501', '37083930503', '37131920401', '37083930200']]",[0.19864131633508314]
GLEN RAVEN PHARMACY,"[['37001020502', '37001020602']]",[0.1228275157003067]
WALGREENS - 10086,[['37171930400']],[0.2752785802723896]
BI-LO - 605,"[['37071031703', '37071031704', '37071031705', '37071033203', '37071033204', '37071033204']]",[0.16196424725393066]
FRYE HOME INFUSION,[['37035010501']],[0.0912008558438085]
LLOYD'S PHARMACY,"[['37135010802', '37135010903', '37135011001', '37135011002', '37135011002']]",[0.07985190373742933]
CVS - 3531,"[['37145920100', '37145920300']]",[0.22603978300180833]
WOMACK ARMY MEDICAL CENTER-DOD,"[['37051003409', '37051003409']]",[0.0366412213740458]
FAMILY CARE RX,"[['37071030206', '37071030207', '37071031006', '37071033502', '37071033502']]",[0.10456253354804079]
STOKES PHARMACY INCORPORATED,[['37169070506']],[0.1873487729001037]
HAW RIVER DISCOUNT DRUG,"[['37001021201', '37001021201']]",[0.15779407076824992]
METCALF PHARMACY,"[['37175960404', '37175960301']]",[0.13113466823714173]
HARRIS TEETER - 317,"[['37119005857', '37119005857']]",[0.10353409656545545]
JANES RX DRUGS,"[['37115010601', '37115010602', '37115010602']]",[0.15093713717034335]
WHITE STAR DISCOUNT PHARMACY,[['37123960202']],[0.20327641901245963]
RITE AID - 11331,[['37001020301']],[0.14507772020725387]
1ST RX PHARMACY INCORPORATED - GREENBRIAR,"[['37097060602', '37097060701', '37097060702', '37097060703', '37097060602']]",[0.15397691054607268]
WAL-MART SUPERCENTER - 1767,"[['37019020601', '37019020514']]",[0.14353624719397862]
STANLEY LONG TERM CARE PHARMACY,[['37183054305']],[0.1723911616714067]
MEDICINE PARK PHARMACY,"[['37105030200', '37105030300', '37105030101']]",[0.17292796281951975]
WALGREENS - 11312,"[['37183053202', '37183053202']]",[0.03232607167955025]
HOME TOWN DISCOUNT PHARMACY,"[['37147000202', '37147000301', '37147000202']]",[0.10908423114593535]
WALGREENS - 10436,[['37133000105']],[0.1851115215229436]
RITE AID - 11352,"[['37081010401', '37081010401']]",[0.09372892784895483]
HALSEY DRUG COMPANY,"[['37005950100', '37005950200', '37005950300', '37005950200']]",[0.1951269591403737]
CONTINUING CARE RX OF CHARLOTTE,"[['37119001603', '37119001608', '37119001608']]",[0.16133540372670807]
RITE AID - 11378,[['37181960400']],[0.19405066232860796]
RITE AID - 11399,"[['37183053806', '37183053807', '37183053723']]",[0.09794395766461352]
KINSTON CLINIC NORTH PHARMACY,[['37107010600']],[0.30666278731451846]
RITE AID - 11411,"[['37127010200', '37127010301', '37127010301']]",[0.1984266543267006]
CVS - 4196,"[['37199960200', '37199960200']]",[0.18598696461824954]
WAL-MART SUPERCENTER - 4274,[['37109071102']],[0.09484942302279764]
CVS - 2563,[['37119006212']],[0.0661317772915147]
SOUTHMONT PHARMACY,"[['37057061806', '37057061807', '37057061808', '37159050901', '37057061808']]",[0.15587786259541986]
VILLAGE APOTHECARY,"[['37125950506', '37125950604', '37125950802', '37125950604']]",[0.1366201366201366]
CVS - 4284,"[['37057061101', '37057061903', '37057061101']]",[0.19946909366704588]
CVS - 3852,[['37081015705']],[0.0890302066772655]
CVS - 7328,"[['37057062001', '37057062002', '37057062002']]",[0.18418146291733922]
RITE AID - 11549,"[['37009970501', '37009970801', '37009970802', '37009970501']]",[0.13230655038040454]
CVS - 3847,[['37021002505']],[0.1774220443555111]
LEICESTER VILLAGE HEALTH MART PHARMACY,"[['37021002506', '37021002604', '37021002606', '37021002608', '37021002609', '37021002506']]",[0.1282010623959407]
CVS - 4290,"[['37063001601', '37063001603', '37063002100', '37063001710']]",[0.10649896978021978]
TOM JONES DRUG COMPOUNDING HOME MEDICAL AND NUTRITION CENTER,"[['37183052801', '37183052801']]",[0.12602739726027398]
JEFFERSON DRUG STORE,"[['37009970502', '37009970501']]",[0.1780387770320656]
MISSION COMMUNITY PHARMACY,"[['37021002102', '37021002102']]",[0.12565350639985579]
HARRIS TEETER - 29,[['37125951102']],[0.11048265460030166]
RITE AID - 11535,"[['37133001800', '37133001700']]",[0.23783472502159517]
RITE AID - 11454,"[['37119005833', '37119005865', '37119005865']]",[0.10442154968877441]
CVS - 3525,[['37193960600']],[0.21980495123780946]
VILLAGE PHARMACY OF WAKE FOREST,"[['37183054219', '37183054219']]",[0.048532470533857175]
BETHEL PHARMACY,"[['37147002002', '37147002002']]",[0.16379821958456972]
WALGREENS - 11352,"[['37019020102', '37019020105', '37019020106', '37019020203', '37019020105']]",[0.15006407518154635]
PEAK CITY PHARMACY,"[['37183053429', '37183053436', '37183053436']]",[0.09489615554573574]
CVS - 5384,[['37105030502']],[0.1262178919397697]
NORTH CAROLINA CENTRAL UNIVERSITY,"[['37063001303', '37063001304', '37063002009', '37063001301']]",[0.12893350420048413]
WALGREENS - 11693,[['37051003502']],[0.15049342105263158]
HARRIS TEETER - 136,[['37183054011']],[0.05146281283045471]
MACK'S 1ST RX PHARMACY INCORPORATED,"[['37003040100', '37003040500', '37097061101', '37003040500']]",[0.17967781908302355]
CVS - 4202,"[['37045950102', '37045951300', '37045951100']]",[0.151138965891286]
RITE AID - 11433,[['37159051700']],[0.17547333250835292]
CVS - 7029,"[['37081015100', '37081015401', '37081015402', '37081015500', '37081015602', '37081015402']]",[0.08724289911851127]
CVS - 5760,[['37129010200']],[0.1605657237936772]
UNITED PHARMACY SERVICES OF NORTH CAROLINA,"[['37063001809', '37063002038', '37063980100', '37063002038']]",[0.06234685543152736]
GLENN AND MARTIN DRUG COMPANY,[['37191000700']],[0.1732633279483037]
HEALTHFIRST PHARMACY,[['37183054220']],[0.12744186046511627]
CVS - 681,"[['37183053614', '37183053614']]",[0.08655172413793104]
CVS - 7332,"[['37153970700', '37153970800', '37153970700']]",[0.21068416119962513]
