NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,Geo Point,X,Y
ASHEBORO DRUG COMPANY INCORPORATED,306 WHITE OAK STREET,ASHEBORO,NC,27203,5434,RANDOLPH,"35.710320044934114, -79.81488864029846",-79.814889,35.71032
CAROLINAS MEDICAL CENTER - STEELE CREEK,13640 STEELECROFT PARKWAY,CHARLOTTE,NC,28278,,MECKLENBURG,"35.09910595977218, -80.99237298272695",-80.992373,35.099106
D-REX DRUGS OF JONESVILLE,450 WINSTON ROAD,JONESVILLE,NC,28642,2255,YADKIN,"36.23992021014952, -80.8361135361108",-80.836113,36.23992
THE MEDICINE SHOPPE PHARMACY,1357 WEST INNES STREET,SALISBURY,NC,28144,3101,ROWAN,"35.68017392368761, -80.4814743687471",-80.481474,35.680174
WALGREENS - 7767,5230 POPLAR TENT ROAD,CONCORD,NC,28027,7757,CABARRUS,"35.41345786109138, -80.66623861991636",-80.666239,35.413458
KERR DRUG,123 EAST CENTER STREET,MEBANE,NC,27302,2431,ALAMANCE,"36.09643987889727, -79.26680229798761",-79.266802,36.09644
KMART,720 SUTTERS CREEK BOULEVARD,ROCKY MOUNT,NC,27804,8429,NASH,"35.972167192362, -77.80990013008692",-77.8099,35.972167
DENTON DRUG STORE,17941 NC HIGHWAY 109 SOUTH,DENTON,NC,27239,6533,DAVIDSON,"35.63246934888132, -80.10813692278076",-80.108137,35.632469
INGLES MARKETS - 120,120 CARBON CITY ROAD,MORGANTON,NC,28655,4226,BURKE,"35.73789410962541, -81.7153945114475",-81.715395,35.737894
WAL-MART - 1064,935 BLOWING ROCK BOULEVARD,LENOIR,NC,28645,3711,CALDWELL,"35.928532226081344, -81.53020569034031",-81.530206,35.928532
RITE AID - 11426,1500 MARTIN LUTHER KING JUNIOR PARKWAY SOUTHEAST,WILSON,NC,27893,6524,WILSON,"35.71493476312877, -77.89544009888145",-77.89544,35.714935
WAL-MART SUPERCENTER - 1268,200 COLUMBUS CORNERS DRIVE,WHITEVILLE,NC,28472,4905,COLUMBUS,"34.30319259855956, -78.72486635529803",-78.724866,34.303193
CVS - 5563,117A VILLAGE ROAD,LELAND,NC,28451,7413,BRUNSWICK,"34.23372285102872, -77.9998812908888",-77.999881,34.233723
RITE AID - 11522,3501 OLEANDER DRIVE,WILMINGTON,NC,28403,864,NEW HANOVER,"34.21747491743348, -77.90391754555826",-77.903918,34.217475
KERR DRUG,2601-B CASTLE HAYNE ROAD,WILMINGTON,NC,28401,2690,NEW HANOVER,"34.28895720650984, -77.92311034876352",-77.92311,34.288957
PRESCRIPTION SHOPPE,105A AVIEMORE DRIVE,PINEHURST,NC,28374,9749,MOORE,"35.20291357040491, -79.45327255408505",-79.453273,35.202914
RITE AID - 11546,1475 NORTH BRIDGE STREET,ELKIN,NC,28621,2334,SURRY,"36.270283312624755, -80.85422850184385",-80.854229,36.270283
CVS - 7062,6310 BURLINGTON ROAD,WHITSETT,NC,27377,9233,GUILFORD,"36.0626892470111, -79.60975762441483",-79.609758,36.062689
TRYON PHARMACY,620 SOUTH TRADE STREET,TRYON,NC,28782,3716,POLK,"35.20030079434616, -82.23591000144539",-82.23591,35.200301
FREEDOM HILL COMMUNITY HEALTH CENTER PHARMACY,162 NC HIGHWAY 33 EAST,PRINCEVILLE,NC,27886,8582,EDGECOMBE,"35.87503784651936, -77.52414760872514",-77.524148,35.875038
CVS - 8260,8220 MOUNT HOLLY-HUNTERSVILLE ROAD,CHARLOTTE,NC,28216,9744,MECKLENBURG,"35.34559146447446, -80.88535428067546",-80.885354,35.345591
CVS - 2877,14600 LAWYERS ROAD,MATTHEWS,NC,28104,3220,UNION,"35.14229981578386, -80.6243731956664",-80.624373,35.1423
RITE AID - 11507,3716 MORGANTON ROAD,FAYETTEVILLE,NC,28303,4963,CUMBERLAND,"35.06785349794056, -78.95003824406965",-78.950038,35.067853
WALKER'S DRUG STORE,4390 COLWICK ROAD,CHARLOTTE,NC,28211,2310,MECKLENBURG,"35.17711742492917, -80.79833493161179",-80.798335,35.177117
CVS - 7559,2017 WEST WEBB AVENUE,BURLINGTON,NC,27217,1063,ALAMANCE,"36.10997877839786, -79.46498057329477",-79.464981,36.109979
CVS - 7039,2994 KILDAIRE FARM ROAD,CARY,NC,27518,9614,WAKE,"35.71715728917751, -78.7884540914831",-78.788454,35.717157
DRUMS PHARMACY,132 WHITFIELD STREET,ENFIELD,NC,27823,1340,HALIFAX,"36.181539074668535, -77.66743161167955",-77.667432,36.181539
3HC,2402 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534,1728,WAYNE,"35.398593467014834, -77.95944849745015",-77.959448,35.398593
BIRMINGHAM DRUG COMPANY INCORPORATED,27 WEST MAIN STREET,HAMLET,NC,28345,3629,RICHMOND,"34.8837791805647, -79.70008000438865",-79.70008,34.883779
CVS - 3864,3100 LEGION ROAD,HOPE MILLS,NC,28348,1633,CUMBERLAND,"35.00370325110412, -78.91728410777533",-78.917284,35.003703
PROFESSIONAL CARE HOME OXYGEN AND MEDICAL EQUIPMENT,518 OWEN DRIVE,FAYETTEVILLE,NC,28304,3432,CUMBERLAND,"35.03496283916365, -78.93248200464079",-78.932482,35.034963
WALGREENS - 7647,3488 ROBINHOOD ROAD,WINSTON SALEM,NC,27106,4702,FORSYTH,"36.11841111777885, -80.31843403660147",-80.318434,36.118411
WALGREENS - 7342,7711 COLONY ROAD,CHARLOTTE,NC,28226,7673,MECKLENBURG,"35.10721599292371, -80.80781414390758",-80.807814,35.107216
CAROLINAS MEDICAL CENTER - NORTH PARK PHARMACY,251 EASTWAY DRIVE,CHARLOTTE,NC,28213,7103,MECKLENBURG,"35.256051784262404, -80.77731222118204",-80.777312,35.256052
RITE AID - 11438,19400 WEST CATAWBA AVENUE,CORNELIUS,NC,28031,4000,MECKLENBURG,"35.4774836363607, -80.89086878946304",-80.890869,35.477484
TARGET,2700 TIMBER DRIVE,GARNER,NC,27529,2591,WAKE,"35.71561179974474, -78.63888380584295",-78.638884,35.715612
HARRIS TEETER - 63,3679 SUNSET AVENUE,ROCKY MOUNT,NC,27804,3411,NASH,"35.962599975108716, -77.85220104384308",-77.852201,35.9626
HARDIN'S DRUG - 2,1281 UNITED STATES HIGHWAY 221A,FOREST CITY,NC,28043,,RUTHERFORD,"35.29079843779765, -81.82572965060282",-81.82573,35.290798
COLUMBIA PHARMACY,214 MAIN STREET,COLUMBIA,NC,27925,,TYRRELL,"35.91777891906184, -76.25317383020806",-76.253174,35.917779
FAMILY PHARMACY,112-G VILLAGE ROAD NORTHEAST,LELAND,NC,28451,7412,BRUNSWICK,"34.23530117201146, -77.99483690629816",-77.994837,34.235301
LAUREL MEDICAL CENTER PHARMACY,80 GUNTERTOWN ROAD,MARSHALL,NC,28753,7806,MADISON,"35.933674420937734, -82.74246777226982",-82.742468,35.933674
WAL-MART SUPERCENTER - 1613,2628 SOUTH MAIN STREET,HIGH POINT,NC,27263,1941,GUILFORD,"35.92532092691918, -79.98898311977511",-79.988983,35.925321
MLK PHARMACY,1489 NEW WALKERTOWN ROAD,WINSTON SALEM,NC,27101,3319,FORSYTH,"36.1032766950634, -80.22701372200564",-80.227014,36.103277
CVS - 3988,2200 WESTCHESTER DRIVE,HIGH POINT,NC,27262,7099,GUILFORD,"35.93964473581585, -80.03593478036576",-80.035935,35.939645
MEDICAL ARTS PHARMACY,328 MULBERRY STREET SOUTHWEST,LENOIR,NC,28645,5717,CALDWELL,"35.90980006552057, -81.53602539935268",-81.536025,35.9098
WAKE FOREST UNIVERSITY STUDENT HEALTH SERVICE PHARMACY,WINGATE ROAD,WINSTON SALEM,NC,27109,,FORSYTH,"36.13450798955205, -80.27586037555584",-80.27586,36.134508
WAL-MART SUPERCENTER - 1133,781 LEONARD AVENUE,ALBEMARLE,NC,28001,5257,STANLY,"35.3399150327525, -80.17576302774152",-80.175763,35.339915
WAL-MART SUPERCENTER - 2749,2514 HALLTOWN ROAD,SPRUCE PINE,NC,28777,5461,MITCHELL,"35.871125570788415, -82.04435178860413",-82.044352,35.871126
THOMAS DRUG STORE,303 WEST NASH STREET,WILSON,NC,27893,3834,WILSON,"35.72848451384919, -77.91433494230374",-77.914335,35.728485
REALO DISCOUNT DRUGS,300 NORTH QUEEN STREET,KINSTON,NC,28501,4932,LENOIR,"35.262513537269896, -77.58142835173699",-77.581428,35.262513
PIEDMONT DRUG AND HOME DELIVERY,5500 ADAMS FARM LANE,GREENSBORO,NC,27407,7059,GUILFORD,"36.01938943377529, -79.90573494371266",-79.905735,36.019389
KERR DRUG,1124 PATTON AVENUE,ASHEVILLE,NC,28806,2706,BUNCOMBE,"35.58625669449082, -82.59675365995344",-82.596754,35.586257
MARTIN'S DRUG STORE,24 PARK STREET,CANTON,NC,28716,4428,HAYWOOD,"35.533000561526634, -82.83866670380529",-82.838667,35.533001
WALGREENS - 9462,601 COLLEGE STREET,CLINTON,NC,28328,3501,SAMPSON,"35.00054218537353, -78.3199952357915",-78.319995,35.000542
CAREPLUS,601 SOUTH KINGS DRIVE,CHARLOTTE,NC,28204,3074,MECKLENBURG,"35.20943485853188, -80.83557242033088",-80.835572,35.209435
WAL-MART SUPERCENTER - 1664,2500 FOREST HILLS ROAD,WILSON,NC,27893,3461,WILSON,"35.73381881198854, -77.94868628894105",-77.948686,35.733819
CARLIE C'S IGA,604 SOUTH WALL STREET,BENSON,NC,27504,1824,JOHNSTON,"35.37799063206197, -78.55376602468225",-78.553766,35.377991
CVS - 4098,4300 OLD MONROE ROAD,INDIAN TRAIL,NC,28079,5305,UNION,"35.067379475182626, -80.6787267137668",-80.678727,35.06738
RITE AID - 11532,915B WEST FORT MACON ROAD,ATLANTIC BEACH,NC,28512,5317,CARTERET,"34.69964042946224, -76.75165464854318",-76.751655,34.69964
SAM'S CLUB - 6668,1101 SHILOH GLENN DRIVE,MORRISVILLE,NC,27560,,DURHAM,"35.86692315847692, -78.84229621819587",-78.842296,35.866923
RAPER DISCOUNT DRUGS,2303 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534,1725,WAYNE,"35.398843403899946, -77.96137821683122",-77.961378,35.398843
RITE AID - 11461,121 RAILROAD AVENUE,RUTHERFORDTON,NC,28139,2936,RUTHERFORD,"35.36385170219425, -81.94234582040325",-81.942346,35.363852
RITE AID - 11556,41 WESTRIDGE MARKET PLACE,CANDLER,NC,28715,9174,BUNCOMBE,"35.54805734756848, -82.65680562967604",-82.656806,35.548057
HARRIS TEETER - 249,5920 WEDDINGTON-MONROE ROAD,WESLEY CHAPEL,NC,28104,8200,UNION,"34.999808002237494, -80.70004659527415",-80.700047,34.999808
BOONE DRUG,202 WEST KING STREET,BOONE,NC,28607,3516,WATAUGA,"36.21700475056877, -81.67652522266084",-81.676525,36.217005
WAL-MART - 2137,5450 NEW HOPE COMMONS DRIVE,DURHAM,NC,27707,9716,DURHAM,"35.95507584937092, -78.99902308924412",-78.999023,35.955076
FOSTER DRUG,495 VALLEY ROAD,MOCKSVILLE,NC,27028,2074,DAVIE,"35.89799529364784, -80.57480110668568",-80.574801,35.897995
WAL-MART SUPERCENTER - 1663,135 TOWN CENTER LOOP,WAYNESVILLE,NC,28786,,HAYWOOD,"35.466711776327365, -83.00986464683596",-83.009865,35.466712
PHARMERICA,749A SIMPSON STREET,SIMPSON,NC,27879,,PITT,"35.57390114002554, -77.27591273378559",-77.275913,35.573901
HAYES-BARTON PHARMACY,2000 FAIRVIEW ROAD,RALEIGH,NC,27608,2316,WAKE,"35.80445848487113, -78.64631662341343",-78.646317,35.804459
RITE AID - 11391,509 WEST WHITAKER MILL ROAD,RALEIGH,NC,27608,2400,WAKE,"35.80382505907919, -78.64471374374426",-78.644714,35.803825
REMEDY SHOPPE HEALTH MART PHARMACY,925 SEASIDE ROAD SOUTHWEST,OCEAN ISLE BEACH,NC,28469,6152,BRUNSWICK,"33.91809388812242, -78.49099496014928",-78.490995,33.918094
WALGREENS - 9562,820 NORTH DEKALB STREET,SHELBY,NC,28150,3914,CLEVELAND,"35.30112666946018, -81.53501480329054",-81.535015,35.301127
CHAIR CITY PHARMACY,916 RANDOLPH STREET,THOMASVILLE,NC,27360,5729,DAVIDSON,"35.86882901704546, -80.07423774177832",-80.074238,35.868829
INGLES MARKETS - 27,756 SOUTH CHURCH STREET,FOREST CITY,NC,28043,3961,RUTHERFORD,"35.3221506461354, -81.88188136673163",-81.881881,35.322151
MID-CAROLINA HOMECARE SPECIALISTS,600 AIRPORT BOULEVARD,MORRISVILLE,NC,27560,7213,WAKE,"35.85022288118101, -78.82573503094692",-78.825735,35.850223
WALGREENS - 6616,2105 EAST FIRE TOWER ROAD,GREENVILLE,NC,27858,8014,PITT,"35.567666144776744, -77.3502999319962",-77.3503,35.567666
THE MEDICINE SHOPPE PHARMACY,760 MERRIMON AVENUE,ASHEVILLE,NC,28804,2456,BUNCOMBE,"35.62480144672934, -82.55457177057076",-82.554572,35.624801
WAL-MART SUPERCENTER - 2772,1675 NORTH HOWE STREET,SOUTHPORT,NC,28461,8151,BRUNSWICK,"33.94292880851769, -78.0323131308463",-78.032313,33.942929
WALGREENS - 12063,101 WEST GANNON AVENUE,ZEBULON,NC,27597,2623,WAKE,"35.82368013652904, -78.31478390465342",-78.314784,35.82368
CAROLINA BREATHING SOLUTIONS,755 SOUTH HAYWOOD STREET,WAYNESVILLE,NC,28786,4361,HAYWOOD,"35.48651055441853, -82.99119424541801",-82.991194,35.486511
DUNN DISCOUNT DRUGS,710 ERWIN ROAD,DUNN,NC,28334,4522,HARNETT,"35.315010928411596, -78.62983500098447",-78.629835,35.315011
DOWN EAST RESPIRATORY SERVICES INCORPORATED,700 CROMWELL DRIVE,GREENVILLE,NC,27858,5852,PITT,"35.57999429779856, -77.37070511934574",-77.370705,35.579994
BEAR DRUGS OF NAGS HEAD,4711 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,27959,8997,DARE,"35.94343890628048, -75.61756783518744",-75.617568,35.943439
RITE AID - 11547,1716 EAST BROAD STREET,STATESVILLE,NC,28625,4306,IREDELL,"35.790130720756096, -80.85583068993434",-80.855831,35.790131
KERR DRUG,454 SOUTH MAIN STREET,SPARTA,NC,28675,9606,ALLEGHANY,"36.500268559146654, -81.11534793405988",-81.115348,36.500269
BLOOM - 2585,6430 WEST SUGAR CREEK ROAD,CHARLOTTE,NC,28269,932,MECKLENBURG,"35.335516570932924, -80.79630527776632",-80.796305,35.335517
CVS - 4431,1615 SPRING GARDEN STREET,GREENSBORO,NC,27403,2334,GUILFORD,"36.06389146521892, -79.81693497566856",-79.816935,36.063891
KERR DRUG,19 SAWMILL VILLAGE LANE,FRANKLIN,NC,28734,5310,MACON,"35.163360156545984, -83.39059350738444",-83.390593,35.16336
RITE AID - 11400,1910 FALLS VALLEY DRIVE,RALEIGH,NC,27615,3445,WAKE,"35.89818531230229, -78.60848483930386",-78.608485,35.898185
KERR DRUG,HIGHWAY 19 AND SLOPE STREET,BRYSON CITY,NC,28713,,SWAIN,"35.426955495199905, -83.44856347642325",-83.448564,35.426955
CVS - 5565,2206 UNION ROAD,GASTONIA,NC,28054,6014,GASTON,"35.232504316221174, -81.16725581960034",-81.167256,35.232504
CAREMOR FAMILY PHARMACY,3634 NORTH NC HIGHWAY 16,DENVER,NC,28037,,LINCOLN,"35.530587900810914, -81.02593110573594",-81.025931,35.530588
HEALTHSMART PHARMACY,108 LEANING OAK DRIVE,MOORESVILLE,NC,28117,,IREDELL,"35.589689786254596, -80.874463612106",-80.874464,35.58969
MEDICINE CENTER PHARMACY,2516 CENTRAL AVENUE,CHARLOTTE,NC,28205,5313,MECKLENBURG,"35.219057235702834, -80.79966214659075",-80.799662,35.219057
TARGET,6350 WEDDINGTON ROAD,WESLEY CHAPEL,NC,28104,,UNION,"34.99933900489116, -80.69658581967977",-80.696586,34.999339
BUNN DRUG,382 WEST NC HIGHWAY 98,BUNN,NC,27508,,FRANKLIN,"35.959431511555, -78.25857588197134",-78.258576,35.959432
WAL-MART - 4334,25 NORTHRIDGE COMMONS PARKWAY,WEAVERVILLE,NC,28787,,BUNCOMBE,"35.70329728224373, -82.57939037726405",-82.57939,35.703297
RITE AID - 11472,3250 FREEDOM DRIVE,CHARLOTTE,NC,28208,2817,MECKLENBURG,"35.245588095813936, -80.89258610336593",-80.892586,35.245588
CVS - 7584,855 HANES MALL BOULEVARD,WINSTON SALEM,NC,27103,5526,FORSYTH,"36.06185492886184, -80.30893358231894",-80.308934,36.061855
CVS - 7089,231 NORTH GRAHAM STREET,CHARLOTTE,NC,28202,1463,MECKLENBURG,"35.23263244712972, -80.84512874409624",-80.845129,35.232632
RITE AID - 11499,10614 PROVIDENCE ROAD,CHARLOTTE,NC,28277,233,MECKLENBURG,"35.0664979021564, -80.77122124336566",-80.771221,35.066498
KMART,175 FREEDOM WAY,MIDWAY PARK,NC,28544,1428,ONSLOW,"34.71831453968422, -77.32302130718755",-77.323021,34.718314
CVS - 7330,2605 SUNSET AVENUE,ROCKY MOUNT,NC,27804,3748,NASH,"35.961334319623106, -77.828741766919",-77.828742,35.961334
CVS - 3582,1605 FOUR SEASONS BOULEVARD,HENDERSONVILLE,NC,28792,2857,HENDERSON,"35.33377540161348, -82.44904276760958",-82.449043,35.333775
RITE AID - 11557,10 NEW CLYDE HIGHWAY,CANTON,NC,28716,4210,HAYWOOD,"35.53301782221466, -82.85271787512981",-82.852718,35.533018
DOROTHEA DIX HOSPITAL PHARMACY,820 SOUTH BOYLAN AVENUE,RALEIGH,NC,27603,2246,WAKE,"35.769007168446024, -78.65558781262745",-78.655588,35.769007
MEDICAL PHARMACY OF ALBEMARLE INCORPORATED,320 YADKIN STREET,ALBEMARLE,NC,28001,3447,STANLY,"35.362227640792966, -80.19340632154447",-80.193406,35.362228
RITE AID - 11453,3108 WEDDINGTON ROAD,MATTHEWS,NC,28105,6665,MECKLENBURG,"35.082270461312696, -80.7327409536321",-80.732741,35.08227
MOUNTAIN STREET PHARMACY INCORPORATED,709 WEST MOUNTAIN STREET,KINGS MOUNTAIN,NC,28086,2711,CLEVELAND,"35.23911153187167, -81.35631251600977",-81.356313,35.239111
THE DRUG STORE,104 NORTH HENRY STREET,STONEVILLE,NC,27048,,ROCKINGHAM,"36.46657972237624, -79.90694783237653",-79.906948,36.46658
GAMEWELL FAMILY PHARMACY,2655 MORGANTON BOULEVARD,LENOIR,NC,28645,8183,CALDWELL,"35.88188230062763, -81.58494199497702",-81.584942,35.881882
WALGREENS - 1611,4309 WAKE FOREST ROAD,RALEIGH,NC,27609,6276,WAKE,"35.8405072155355, -78.6123921912466",-78.612392,35.840507
RITE AID - 11422,951 WASHINGTON SQUARE MALL,WASHINGTON,NC,27889,3532,BEAUFORT,"35.559723893642726, -77.05874116537244",-77.058741,35.559724
WALGREENS - 12728,2104 EAST NC HIGHWAY 54,DURHAM,NC,27713,2206,DURHAM,"35.901782957517455, -78.89486075362088",-78.894861,35.901783
CVS - 5504,100 LAW ROAD,FAYETTEVILLE,NC,28311,2716,CUMBERLAND,"35.10731984213697, -78.8782125290849",-78.878213,35.10732
WALGREENS - 6479,1220 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,NC,28105,218,MECKLENBURG,"35.121284183018574, -80.71842764342094",-80.718428,35.121284
WAL-MART SUPERCENTER - 1238,1550 SKIBO ROAD,FAYETTEVILLE,NC,28303,3478,CUMBERLAND,"35.08183761761192, -78.95727098946456",-78.957271,35.081838
WAL-MART - 2247,2010 KILDAIRE FARM ROAD,CARY,NC,27518,6614,WAKE,"35.73676654773793, -78.78269174752607",-78.782692,35.736767
CVS - 4297,1506 EAST 11TH STREET,SILER CITY,NC,27344,2822,CHATHAM,"35.73241802257364, -79.44343745667327",-79.443438,35.732418
RITE AID - 11383,104 NORTH BRIGHTLEAF BOULEVARD,SMITHFIELD,NC,27577,4668,JOHNSTON,"35.50868419561913, -78.33865493797498",-78.338655,35.508684
RITE AID - 11366,1129 WEAVER DAIRY ROAD,CHAPEL HILL,NC,27514,1541,ORANGE,"35.96225184124943, -79.05362749930963",-79.053628,35.962252
POPE AIR FORCE BASE - 43RD MEDICAL SQUADRON - POPE HEALTH CLINIC-DOD,383 MAYNARD STREET,POPE AIR FORCE BASE,NC,28308,2321,CUMBERLAND,"35.17309906247174, -79.00529140617346",-79.005291,35.173099
CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH ROAD SOUTHEAST,HICKORY,NC,28602,9617,CATAWBA,"35.71380446010771, -81.26720943956393",-81.267209,35.713805
HARRIS TEETER - 69,3201-123 EDWARDS MILL ROAD,RALEIGH,NC,27612,5370,WAKE,"35.82560895928599, -78.70755884856197",-78.707559,35.825609
THE VILLAGE AT BROOKWOOD,1860 BROOKWOOD AVENUE,BURLINGTON,NC,27215,3200,ALAMANCE,"36.092575166510684, -79.46303524617962",-79.463035,36.092575
CVS - 6407,1017 SHELBY ROAD,KINGS MOUNTAIN,NC,28086,2739,CLEVELAND,"35.23892188373792, -81.36505174364302",-81.365052,35.238922
RITE AID - 11373,245 TIMBER DRIVE,GARNER,NC,27529,5804,WAKE,"35.68478583240021, -78.6065303346072",-78.60653,35.684786
RITE AID - 11334,1691 WESTCHESTER DRIVE,HIGH POINT,NC,27262,7069,GUILFORD,"35.94879124751804, -80.03294287171616",-80.032943,35.948791
ALBEMARLE COMPOUNDING AND PRESCRIPTION CENTER,944 NORTH 1ST STREET,ALBEMARLE,NC,28001,3350,STANLY,"35.36398971485345, -80.19785862757355",-80.197859,35.36399
HEALTH INNOVATIONS PHARMACY,295 PINEHURST AVENUE,SOUTHERN PINES,NC,28387,7051,MOORE,"35.16089834338378, -79.41692281583525",-79.416923,35.160898
SOUTH COURT DRUG COMPANY,210 EAST ELM STREET,GRAHAM,NC,27253,3055,ALAMANCE,"36.069940307998806, -79.39750459306246",-79.397505,36.06994
CVS - 7394,1903 WEST FLORIDA STREET,GREENSBORO,NC,27403,3362,GUILFORD,"36.05182646282098, -79.82189648143746",-79.821896,36.051826
WAL-MART SUPERCENTER - 3626,3475 PARKWAY VILLAGE CIRCLE,WINSTON SALEM,NC,27127,,FORSYTH,"36.027206944444906, -80.26269542855117",-80.262695,36.027207
BRIER CREEK HEALTH MART PHARMACY,10410 MONCREIFFE ROAD,RALEIGH,NC,27617,7832,WAKE,"35.90032439925157, -78.79282751527755",-78.792828,35.900324
WALGREENS - 7278,1906 WEST INNES STREET,SALISBURY,NC,28144,2433,ROWAN,"35.68664829688139, -80.48257835850441",-80.482578,35.686648
DURHAM TREATMENT CENTER,1913 LAMAR STREET,DURHAM,NC,27705,3310,DURHAM,"36.02788094944623, -78.92271750311025",-78.922718,36.027881
WALGREENS - 2453,3101 EAST 10TH STREET,GREENVILLE,NC,27858,4203,PITT,"35.60055592311732, -77.33421826775883",-77.334218,35.600556
THE MEDICINE SHOPPE PHARMACY,801 SOUTH MAIN STREET,LAURINBURG,NC,28352,4724,SCOTLAND,"34.76873119818622, -79.46611745036004",-79.466117,34.768731
VETERAN AFFAIRS MEDICAL CENTER - CHARLOTTE CLINIC,8601 UNIVERSITY EAST DRIVE,CHARLOTTE,NC,28213,,MECKLENBURG,"35.283860901159635, -80.73155113257869",-80.731551,35.283861
SEVEN LAKES PRESCRIPTION SHOPPE,120 MACDOUGALL DRIVE,WEST END,NC,27376,,MOORE,"35.26625537258734, -79.58176827078903",-79.581768,35.266255
MATTHEWS HEALTH MART PHARMACY,408 NORTHEAST BOULEVARD,CLINTON,NC,28328,2434,SAMPSON,"35.01134031550315, -78.31874416910813",-78.318744,35.01134
INGLES MARKETS - 130,301 LONG SHOALS ROAD,ARDEN,NC,28704,7713,BUNCOMBE,"35.4794692036408, -82.54961027199639",-82.54961,35.479469
WALGREENS - 6951,4521 OLEANDER DRIVE,WILMINGTON,NC,28403,5011,NEW HANOVER,"34.21096068808525, -77.8873104227378",-77.88731,34.210961
MEDICAP PHARMACY,70 CRAPE MYRTLE DRIVE,BENSON,NC,27504,8034,JOHNSTON,"35.51732733428899, -78.55425102996104",-78.554251,35.517327
INGLES MARKETS - 67,710 NORTH BROAD STREET,BREVARD,NC,28712,3102,TRANSYLVANIA,"35.24031526723575, -82.72680985149341",-82.72681,35.240315
RITE AID - 11364,2438 SOUTHWEST CARY PARKWAY,CARY,NC,27513,5318,WAKE,"35.76386416419978, -78.82067552695399",-78.820675,35.763864
KERR DRUG,321 EAST STREET,PITTSBORO,NC,27312,8227,CHATHAM,"35.720562193490416, -79.17189229459369",-79.171892,35.720562
WAL-MART SUPERCENTER - 3305,6711 NC HIGHWAY 135,MAYODAN,NC,27027,8487,ROCKINGHAM,"36.419990816822676, -79.93569623179563",-79.935696,36.419991
WALGREENS - 1056,3003 FAYETTEVILLE ROAD,LUMBERTON,NC,28358,2781,ROBESON,"34.639419587743745, -79.0004143467447",-79.000414,34.63942
ADVANCED HOME CARE,120 SWEETEN CREEK ROAD,ASHEVILLE,NC,28803,1526,BUNCOMBE,"35.5629202352806, -82.52832131187903",-82.528321,35.56292
WAL-MART SUPERCENTER - 2704,1021 HIGH POINT STREET,RANDLEMAN,NC,27317,7192,RANDOLPH,"35.819627889415514, -79.82300456490871",-79.823005,35.819628
CVS - 3569,1737 WILKESBORO HIGHWAY,STATESVILLE,NC,28625,8602,IREDELL,"35.8101099388226, -80.91194274686026",-80.911943,35.81011
CVS - 3620,101 WEST EHRINGHAUS STREET,ELIZABETH CITY,NC,27909,4921,PASQUOTANK,"36.295940511945034, -76.22415723406907",-76.224157,36.295941
RITE AID - 11386,8005 FAYETTEVILLE ROAD,RALEIGH,NC,27603,5633,WAKE,"35.66432679634453, -78.69953668457032",-78.699537,35.664327
TOXAWAY PHARMACY,16821 ROSMAN HIGHWAY,LAKE TOXAWAY,NC,28747,9593,TRANSYLVANIA,"35.11104397070265, -82.94340602017164",-82.943406,35.111044
CVS - 2471,6840 GLENWOOD AVENUE,RALEIGH,NC,27612,7133,WAKE,"35.86289768687873, -78.71101418865383",-78.711014,35.862898
CAMP LEJEUNE NAVAL HOSPITAL PHARMACY-DOD,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,2538,ONSLOW,"34.72305822155965, -77.35806903935467",-77.358069,34.723058
KING'S PHARMACY AND COMPOUNDING LAB,2231 SOUTH COLLEGE ROAD,WILMINGTON,NC,28403,5546,NEW HANOVER,"34.202017898007554, -77.88767104638167",-77.887671,34.202018
MOOSE PHARMACY,12925 UNITED STATES HIGHWAY 601,MIDLAND,NC,28107,,CABARRUS,"35.23898402868996, -80.50384392905407",-80.503844,35.238984
DAVIS DRUG COMPANY,110 WEST SECOND STREET,KENLY,NC,27542,,JOHNSTON,"35.594816243874554, -78.12360343584986",-78.123603,35.594816
WALGREENS - 12730,11201 DURANT ROAD,RALEIGH,NC,27614,9752,WAKE,"35.90777974124204, -78.60192464020996",-78.601925,35.90778
